"","State","Year","variable","value"
"7926","ND",2001,"Fatalities.Injuries",18
"7927","ND",2002,"Fatalities.Injuries",7
"7928","ND",2003,"Fatalities.Injuries",18
"7929","ND",2004,"Fatalities.Injuries",1
"7930","ND",2005,"Fatalities.Injuries",8
"7931","ND",2006,"Fatalities.Injuries",8
"7932","ND",2007,"Fatalities.Injuries",24
"7933","ND",2008,"Fatalities.Injuries",6
"7934","ND",2009,"Fatalities.Injuries",2
"7935","ND",2010,"Fatalities.Injuries",7
"7936","ND",2011,"Fatalities.Injuries",8
"7937","NE",1950,"Fatalities.Injuries",135
"7938","NE",1951,"Fatalities.Injuries",8
"7939","NE",1952,"Fatalities.Injuries",21
"7940","NE",1953,"Fatalities.Injuries",119
"7941","NE",1954,"Fatalities.Injuries",39
"7942","NE",1955,"Fatalities.Injuries",45
"7943","NE",1956,"Fatalities.Injuries",8
"7944","NE",1957,"Fatalities.Injuries",10
"7945","NE",1958,"Fatalities.Injuries",4
"7946","NE",1959,"Fatalities.Injuries",6
"7947","NE",1960,"Fatalities.Injuries",13
"7948","NE",1961,"Fatalities.Injuries",0
"7949","NE",1962,"Fatalities.Injuries",27
"7950","NE",1963,"Fatalities.Injuries",9
"7951","NE",1964,"Fatalities.Injuries",72
"7952","NE",1965,"Fatalities.Injuries",58
"7953","NE",1966,"Fatalities.Injuries",2
"7954","NE",1967,"Fatalities.Injuries",4
"7955","NE",1968,"Fatalities.Injuries",3
"7956","NE",1969,"Fatalities.Injuries",1
"7957","NE",1970,"Fatalities.Injuries",1
"7958","NE",1971,"Fatalities.Injuries",1
"7959","NE",1972,"Fatalities.Injuries",0
"7960","NE",1973,"Fatalities.Injuries",13
"7961","NE",1974,"Fatalities.Injuries",20
"7962","NE",1975,"Fatalities.Injuries",145
"7963","NE",1976,"Fatalities.Injuries",23
"7964","NE",1977,"Fatalities.Injuries",1
"7965","NE",1978,"Fatalities.Injuries",9
"7966","NE",1979,"Fatalities.Injuries",1
"7967","NE",1980,"Fatalities.Injuries",209
"7968","NE",1981,"Fatalities.Injuries",0
"7969","NE",1982,"Fatalities.Injuries",0
"7970","NE",1983,"Fatalities.Injuries",0
"7971","NE",1984,"Fatalities.Injuries",34
"7972","NE",1985,"Fatalities.Injuries",12
"7973","NE",1986,"Fatalities.Injuries",32
"7974","NE",1987,"Fatalities.Injuries",17
"7975","NE",1988,"Fatalities.Injuries",14
"7976","NE",1989,"Fatalities.Injuries",14
"7977","NE",1990,"Fatalities.Injuries",10
"7978","NE",1991,"Fatalities.Injuries",7
"7979","NE",1992,"Fatalities.Injuries",7
"7980","NE",1993,"Fatalities.Injuries",2
"7981","NE",1994,"Fatalities.Injuries",18
"7982","NE",1995,"Fatalities.Injuries",7
"7983","NE",1996,"Fatalities.Injuries",34
"7984","NE",1997,"Fatalities.Injuries",13
"7985","NE",1998,"Fatalities.Injuries",45
"7986","NE",1999,"Fatalities.Injuries",61
"7987","NE",2000,"Fatalities.Injuries",4
"7988","NE",2001,"Fatalities.Injuries",30
"7989","NE",2002,"Fatalities.Injuries",41
"7990","NE",2003,"Fatalities.Injuries",16
"7991","NE",2004,"Fatalities.Injuries",73
"7992","NE",2005,"Fatalities.Injuries",12
"7993","NE",2006,"Fatalities.Injuries",16
"7994","NE",2007,"Fatalities.Injuries",15
"7995","NE",2008,"Fatalities.Injuries",10
"7996","NE",2009,"Fatalities.Injuries",9
"7997","NE",2010,"Fatalities.Injuries",6
"7998","NE",2011,"Fatalities.Injuries",7
"7999","NH",1950,"Fatalities.Injuries",0
"8000","NH",1951,"Fatalities.Injuries",0
"8001","NH",1952,"Fatalities.Injuries",0
"8002","NH",1953,"Fatalities.Injuries",5
"8003","NH",1954,"Fatalities.Injuries",0
"8004","NH",1955,"Fatalities.Injuries",0
"8005","NH",1956,"Fatalities.Injuries",0
"8006","NH",1957,"Fatalities.Injuries",1
"8007","NH",1958,"Fatalities.Injuries",0
"8008","NH",1959,"Fatalities.Injuries",0
"8009","NH",1960,"Fatalities.Injuries",0
"8010","NH",1961,"Fatalities.Injuries",1
"8011","NH",1962,"Fatalities.Injuries",0
"8012","NH",1963,"Fatalities.Injuries",0
"8013","NH",1964,"Fatalities.Injuries",0
"8014","NH",1965,"Fatalities.Injuries",0
"8015","NH",1966,"Fatalities.Injuries",0
"8016","NH",1967,"Fatalities.Injuries",5
"8017","NH",1968,"Fatalities.Injuries",1
"8018","NH",1969,"Fatalities.Injuries",0
"8019","NH",1970,"Fatalities.Injuries",0
"8020","NH",1971,"Fatalities.Injuries",0
"8021","NH",1972,"Fatalities.Injuries",7
"8022","NH",1973,"Fatalities.Injuries",0
"8023","NH",1974,"Fatalities.Injuries",0
"8024","NH",1975,"Fatalities.Injuries",0
"8025","NH",1976,"Fatalities.Injuries",5
"8026","NH",1977,"Fatalities.Injuries",0
"8027","NH",1978,"Fatalities.Injuries",0
"8028","NH",1979,"Fatalities.Injuries",0
"8029","NH",1980,"Fatalities.Injuries",0
"8030","NH",1981,"Fatalities.Injuries",0
"8031","NH",1982,"Fatalities.Injuries",0
"8032","NH",1983,"Fatalities.Injuries",0
"8033","NH",1984,"Fatalities.Injuries",2
"8034","NH",1985,"Fatalities.Injuries",1
"8035","NH",1986,"Fatalities.Injuries",0
"8036","NH",1987,"Fatalities.Injuries",0
"8037","NH",1988,"Fatalities.Injuries",2
"8038","NH",1989,"Fatalities.Injuries",0
"8039","NH",1990,"Fatalities.Injuries",0
"8040","NH",1991,"Fatalities.Injuries",15
"8041","NH",1992,"Fatalities.Injuries",0
"8042","NH",1993,"Fatalities.Injuries",4
"8043","NH",1994,"Fatalities.Injuries",11
"8044","NH",1995,"Fatalities.Injuries",4
"8045","NH",1996,"Fatalities.Injuries",13
"8046","NH",1997,"Fatalities.Injuries",4
"8047","NH",1998,"Fatalities.Injuries",24
"8048","NH",1999,"Fatalities.Injuries",20
"8049","NH",2000,"Fatalities.Injuries",8
"8050","NH",2001,"Fatalities.Injuries",2
"8051","NH",2002,"Fatalities.Injuries",7
"8052","NH",2003,"Fatalities.Injuries",31
"8053","NH",2004,"Fatalities.Injuries",11
"8054","NH",2005,"Fatalities.Injuries",13
"8055","NH",2006,"Fatalities.Injuries",10
"8056","NH",2007,"Fatalities.Injuries",3
"8057","NH",2008,"Fatalities.Injuries",7
"8058","NH",2009,"Fatalities.Injuries",1
"8059","NH",2010,"Fatalities.Injuries",7
"8060","NH",2011,"Fatalities.Injuries",2
"8061","NJ",1950,"Fatalities.Injuries",0
"8062","NJ",1951,"Fatalities.Injuries",2
"8063","NJ",1952,"Fatalities.Injuries",0
"8064","NJ",1953,"Fatalities.Injuries",0
"8065","NJ",1954,"Fatalities.Injuries",0
"8066","NJ",1955,"Fatalities.Injuries",0
"8067","NJ",1956,"Fatalities.Injuries",8
"8068","NJ",1957,"Fatalities.Injuries",0
"8069","NJ",1958,"Fatalities.Injuries",1
"8070","NJ",1959,"Fatalities.Injuries",0
"8071","NJ",1960,"Fatalities.Injuries",6
"8072","NJ",1961,"Fatalities.Injuries",0
"8073","NJ",1962,"Fatalities.Injuries",1
"8074","NJ",1963,"Fatalities.Injuries",0
"8075","NJ",1964,"Fatalities.Injuries",10
"8076","NJ",1965,"Fatalities.Injuries",0
"8077","NJ",1966,"Fatalities.Injuries",0
"8078","NJ",1967,"Fatalities.Injuries",0
"8079","NJ",1968,"Fatalities.Injuries",0
"8080","NJ",1969,"Fatalities.Injuries",0
"8081","NJ",1970,"Fatalities.Injuries",0
"8082","NJ",1971,"Fatalities.Injuries",0
"8083","NJ",1972,"Fatalities.Injuries",0
"8084","NJ",1973,"Fatalities.Injuries",12
"8085","NJ",1974,"Fatalities.Injuries",0
"8086","NJ",1975,"Fatalities.Injuries",0
"8087","NJ",1976,"Fatalities.Injuries",0
"8088","NJ",1977,"Fatalities.Injuries",1
"8089","NJ",1978,"Fatalities.Injuries",0
"8090","NJ",1979,"Fatalities.Injuries",1
"8091","NJ",1980,"Fatalities.Injuries",0
"8092","NJ",1981,"Fatalities.Injuries",0
"8093","NJ",1982,"Fatalities.Injuries",0
"8094","NJ",1983,"Fatalities.Injuries",0
"8095","NJ",1984,"Fatalities.Injuries",0
"8096","NJ",1985,"Fatalities.Injuries",8
"8097","NJ",1986,"Fatalities.Injuries",0
"8098","NJ",1987,"Fatalities.Injuries",3
"8099","NJ",1988,"Fatalities.Injuries",15
"8100","NJ",1989,"Fatalities.Injuries",18
"8101","NJ",1990,"Fatalities.Injuries",39
"8102","NJ",1991,"Fatalities.Injuries",2
"8103","NJ",1992,"Fatalities.Injuries",0
"8104","NJ",1993,"Fatalities.Injuries",2
"8105","NJ",1994,"Fatalities.Injuries",65
"8106","NJ",1995,"Fatalities.Injuries",55
"8107","NJ",1996,"Fatalities.Injuries",24
"8108","NJ",1997,"Fatalities.Injuries",75
"8109","NJ",1998,"Fatalities.Injuries",127
"8110","NJ",1999,"Fatalities.Injuries",428
"8111","NJ",2000,"Fatalities.Injuries",38
"8112","NJ",2001,"Fatalities.Injuries",41
"8113","NJ",2002,"Fatalities.Injuries",34
"8114","NJ",2003,"Fatalities.Injuries",44
"8115","NJ",2004,"Fatalities.Injuries",16
"8116","NJ",2005,"Fatalities.Injuries",14
"8117","NJ",2006,"Fatalities.Injuries",68
"8118","NJ",2007,"Fatalities.Injuries",22
"8119","NJ",2008,"Fatalities.Injuries",50
"8120","NJ",2009,"Fatalities.Injuries",38
"8121","NJ",2010,"Fatalities.Injuries",21
"8122","NJ",2011,"Fatalities.Injuries",43
"8123","NM",1950,"Fatalities.Injuries",0
"8124","NM",1951,"Fatalities.Injuries",0
"8125","NM",1952,"Fatalities.Injuries",0
"8126","NM",1953,"Fatalities.Injuries",0
"8127","NM",1954,"Fatalities.Injuries",0
"8128","NM",1955,"Fatalities.Injuries",0
"8129","NM",1956,"Fatalities.Injuries",0
"8130","NM",1957,"Fatalities.Injuries",1
"8131","NM",1958,"Fatalities.Injuries",0
"8132","NM",1959,"Fatalities.Injuries",0
"8133","NM",1960,"Fatalities.Injuries",34
"8134","NM",1961,"Fatalities.Injuries",3
"8135","NM",1962,"Fatalities.Injuries",1
"8136","NM",1963,"Fatalities.Injuries",0
"8137","NM",1964,"Fatalities.Injuries",10
"8138","NM",1965,"Fatalities.Injuries",3
"8139","NM",1966,"Fatalities.Injuries",0
"8140","NM",1967,"Fatalities.Injuries",0
"8141","NM",1968,"Fatalities.Injuries",3
"8142","NM",1969,"Fatalities.Injuries",4
"8143","NM",1970,"Fatalities.Injuries",0
"8144","NM",1971,"Fatalities.Injuries",0
"8145","NM",1972,"Fatalities.Injuries",1
"8146","NM",1973,"Fatalities.Injuries",0
"8147","NM",1974,"Fatalities.Injuries",9
"8148","NM",1975,"Fatalities.Injuries",0
"8149","NM",1976,"Fatalities.Injuries",2
"8150","NM",1977,"Fatalities.Injuries",3
"8151","NM",1978,"Fatalities.Injuries",0
"8152","NM",1979,"Fatalities.Injuries",0
"8153","NM",1980,"Fatalities.Injuries",0
"8154","NM",1981,"Fatalities.Injuries",0
"8155","NM",1982,"Fatalities.Injuries",0
"8156","NM",1983,"Fatalities.Injuries",0
"8157","NM",1984,"Fatalities.Injuries",0
"8158","NM",1985,"Fatalities.Injuries",1
"8159","NM",1986,"Fatalities.Injuries",1
"8160","NM",1987,"Fatalities.Injuries",0
"8161","NM",1988,"Fatalities.Injuries",2
"8162","NM",1989,"Fatalities.Injuries",1
"8163","NM",1990,"Fatalities.Injuries",4
"8164","NM",1991,"Fatalities.Injuries",26
"8165","NM",1992,"Fatalities.Injuries",52
"8166","NM",1993,"Fatalities.Injuries",8
"8167","NM",1994,"Fatalities.Injuries",18
"8168","NM",1995,"Fatalities.Injuries",41
"8169","NM",1996,"Fatalities.Injuries",15
"8170","NM",1997,"Fatalities.Injuries",28
"8171","NM",1998,"Fatalities.Injuries",17
"8172","NM",1999,"Fatalities.Injuries",21
"8173","NM",2000,"Fatalities.Injuries",3
"8174","NM",2001,"Fatalities.Injuries",18
"8175","NM",2002,"Fatalities.Injuries",3
"8176","NM",2003,"Fatalities.Injuries",10
"8177","NM",2004,"Fatalities.Injuries",5
"8178","NM",2005,"Fatalities.Injuries",3
"8179","NM",2006,"Fatalities.Injuries",12
"8180","NM",2007,"Fatalities.Injuries",47
"8181","NM",2008,"Fatalities.Injuries",7
"8182","NM",2009,"Fatalities.Injuries",14
"8183","NM",2010,"Fatalities.Injuries",6
"8184","NM",2011,"Fatalities.Injuries",20
"8185","NV",1950,"Fatalities.Injuries",0
"8186","NV",1951,"Fatalities.Injuries",0
"8187","NV",1952,"Fatalities.Injuries",0
"8188","NV",1953,"Fatalities.Injuries",0
"8189","NV",1954,"Fatalities.Injuries",0
"8190","NV",1955,"Fatalities.Injuries",0
"8191","NV",1956,"Fatalities.Injuries",0
"8192","NV",1957,"Fatalities.Injuries",0
"8193","NV",1958,"Fatalities.Injuries",0
"8194","NV",1959,"Fatalities.Injuries",0
"8195","NV",1960,"Fatalities.Injuries",0
"8196","NV",1961,"Fatalities.Injuries",0
"8197","NV",1962,"Fatalities.Injuries",0
"8198","NV",1963,"Fatalities.Injuries",0
"8199","NV",1964,"Fatalities.Injuries",1
"8200","NV",1965,"Fatalities.Injuries",0
"8201","NV",1966,"Fatalities.Injuries",0
"8202","NV",1967,"Fatalities.Injuries",0
"8203","NV",1968,"Fatalities.Injuries",0
"8204","NV",1969,"Fatalities.Injuries",0
"8205","NV",1970,"Fatalities.Injuries",0
"8206","NV",1971,"Fatalities.Injuries",0
"8207","NV",1972,"Fatalities.Injuries",0
"8208","NV",1973,"Fatalities.Injuries",1
"8209","NV",1974,"Fatalities.Injuries",0
"8210","NV",1975,"Fatalities.Injuries",0
"8211","NV",1976,"Fatalities.Injuries",0
"8212","NV",1977,"Fatalities.Injuries",0
"8213","NV",1978,"Fatalities.Injuries",0
"8214","NV",1979,"Fatalities.Injuries",0
"8215","NV",1980,"Fatalities.Injuries",0
"8216","NV",1981,"Fatalities.Injuries",0
"8217","NV",1982,"Fatalities.Injuries",0
"8218","NV",1983,"Fatalities.Injuries",0
"8219","NV",1984,"Fatalities.Injuries",0
"8220","NV",1985,"Fatalities.Injuries",3
"8221","NV",1986,"Fatalities.Injuries",0
"8222","NV",1987,"Fatalities.Injuries",0
"8223","NV",1988,"Fatalities.Injuries",0
"8224","NV",1989,"Fatalities.Injuries",0
"8225","NV",1990,"Fatalities.Injuries",2
"8226","NV",1991,"Fatalities.Injuries",0
"8227","NV",1992,"Fatalities.Injuries",0
"8228","NV",1993,"Fatalities.Injuries",4
"8229","NV",1994,"Fatalities.Injuries",12
"8230","NV",1995,"Fatalities.Injuries",20
"8231","NV",1996,"Fatalities.Injuries",10
"8232","NV",1997,"Fatalities.Injuries",60
"8233","NV",1998,"Fatalities.Injuries",23
"8234","NV",1999,"Fatalities.Injuries",4
"8235","NV",2000,"Fatalities.Injuries",15
"8236","NV",2001,"Fatalities.Injuries",2
"8237","NV",2002,"Fatalities.Injuries",25
"8238","NV",2003,"Fatalities.Injuries",6
"8239","NV",2004,"Fatalities.Injuries",3
"8240","NV",2005,"Fatalities.Injuries",34
"8241","NV",2006,"Fatalities.Injuries",17
"8242","NV",2007,"Fatalities.Injuries",19
"8243","NV",2008,"Fatalities.Injuries",30
"8244","NV",2009,"Fatalities.Injuries",8
"8245","NV",2010,"Fatalities.Injuries",22
"8246","NV",2011,"Fatalities.Injuries",16
"8247","NY",1950,"Fatalities.Injuries",0
"8248","NY",1951,"Fatalities.Injuries",0
"8249","NY",1952,"Fatalities.Injuries",0
"8250","NY",1953,"Fatalities.Injuries",0
"8251","NY",1954,"Fatalities.Injuries",0
"8252","NY",1955,"Fatalities.Injuries",0
"8253","NY",1956,"Fatalities.Injuries",0
"8254","NY",1957,"Fatalities.Injuries",0
"8255","NY",1958,"Fatalities.Injuries",0
"8256","NY",1959,"Fatalities.Injuries",3
"8257","NY",1960,"Fatalities.Injuries",9
"8258","NY",1961,"Fatalities.Injuries",4
"8259","NY",1962,"Fatalities.Injuries",0
"8260","NY",1963,"Fatalities.Injuries",0
"8261","NY",1964,"Fatalities.Injuries",0
"8262","NY",1965,"Fatalities.Injuries",3
"8263","NY",1966,"Fatalities.Injuries",0
"8264","NY",1967,"Fatalities.Injuries",0
"8265","NY",1968,"Fatalities.Injuries",4
"8266","NY",1969,"Fatalities.Injuries",1
"8267","NY",1970,"Fatalities.Injuries",5
"8268","NY",1971,"Fatalities.Injuries",0
"8269","NY",1972,"Fatalities.Injuries",5
"8270","NY",1973,"Fatalities.Injuries",3
"8271","NY",1974,"Fatalities.Injuries",0
"8272","NY",1975,"Fatalities.Injuries",5
"8273","NY",1976,"Fatalities.Injuries",0
"8274","NY",1977,"Fatalities.Injuries",1
"8275","NY",1978,"Fatalities.Injuries",0
"8276","NY",1979,"Fatalities.Injuries",1
"8277","NY",1980,"Fatalities.Injuries",0
"8278","NY",1981,"Fatalities.Injuries",0
"8279","NY",1982,"Fatalities.Injuries",1
"8280","NY",1983,"Fatalities.Injuries",14
"8281","NY",1984,"Fatalities.Injuries",14
"8282","NY",1985,"Fatalities.Injuries",18
"8283","NY",1986,"Fatalities.Injuries",29
"8284","NY",1987,"Fatalities.Injuries",10
"8285","NY",1988,"Fatalities.Injuries",15
"8286","NY",1989,"Fatalities.Injuries",67
"8287","NY",1990,"Fatalities.Injuries",51
"8288","NY",1991,"Fatalities.Injuries",10
"8289","NY",1992,"Fatalities.Injuries",14
"8290","NY",1993,"Fatalities.Injuries",30
"8291","NY",1994,"Fatalities.Injuries",91
"8292","NY",1995,"Fatalities.Injuries",98
"8293","NY",1996,"Fatalities.Injuries",118
"8294","NY",1997,"Fatalities.Injuries",149
"8295","NY",1998,"Fatalities.Injuries",185
"8296","NY",1999,"Fatalities.Injuries",82
"8297","NY",2000,"Fatalities.Injuries",69
"8298","NY",2001,"Fatalities.Injuries",59
"8299","NY",2002,"Fatalities.Injuries",153
"8300","NY",2003,"Fatalities.Injuries",43
"8301","NY",2004,"Fatalities.Injuries",34
"8302","NY",2005,"Fatalities.Injuries",24
"8303","NY",2006,"Fatalities.Injuries",80
"8304","NY",2007,"Fatalities.Injuries",38
"8305","NY",2008,"Fatalities.Injuries",21
"8306","NY",2009,"Fatalities.Injuries",25
"8307","NY",2010,"Fatalities.Injuries",45
"8308","NY",2011,"Fatalities.Injuries",51
"8309","OH",1950,"Fatalities.Injuries",31
"8310","OH",1951,"Fatalities.Injuries",5
"8311","OH",1952,"Fatalities.Injuries",4
"8312","OH",1953,"Fatalities.Injuries",396
"8313","OH",1954,"Fatalities.Injuries",5
"8314","OH",1955,"Fatalities.Injuries",13
"8315","OH",1956,"Fatalities.Injuries",7
"8316","OH",1957,"Fatalities.Injuries",3
"8317","OH",1958,"Fatalities.Injuries",14
"8318","OH",1959,"Fatalities.Injuries",6
"8319","OH",1960,"Fatalities.Injuries",0
"8320","OH",1961,"Fatalities.Injuries",30
"8321","OH",1962,"Fatalities.Injuries",24
"8322","OH",1963,"Fatalities.Injuries",10
"8323","OH",1964,"Fatalities.Injuries",7
"8324","OH",1965,"Fatalities.Injuries",804
"8325","OH",1966,"Fatalities.Injuries",23
"8326","OH",1967,"Fatalities.Injuries",4
"8327","OH",1968,"Fatalities.Injuries",146
"8328","OH",1969,"Fatalities.Injuries",359
"8329","OH",1970,"Fatalities.Injuries",17
"8330","OH",1971,"Fatalities.Injuries",17
"8331","OH",1972,"Fatalities.Injuries",1
"8332","OH",1973,"Fatalities.Injuries",146
"8333","OH",1974,"Fatalities.Injuries",1440
"8334","OH",1975,"Fatalities.Injuries",5
"8335","OH",1976,"Fatalities.Injuries",0
"8336","OH",1977,"Fatalities.Injuries",47
"8337","OH",1978,"Fatalities.Injuries",14
"8338","OH",1979,"Fatalities.Injuries",4
"8339","OH",1980,"Fatalities.Injuries",57
"8340","OH",1981,"Fatalities.Injuries",85
"8341","OH",1982,"Fatalities.Injuries",20
"8342","OH",1983,"Fatalities.Injuries",54
"8343","OH",1984,"Fatalities.Injuries",16
"8344","OH",1985,"Fatalities.Injuries",357
"8345","OH",1986,"Fatalities.Injuries",50
"8346","OH",1987,"Fatalities.Injuries",10
"8347","OH",1988,"Fatalities.Injuries",13
"8348","OH",1989,"Fatalities.Injuries",20
"8349","OH",1990,"Fatalities.Injuries",46
"8350","OH",1991,"Fatalities.Injuries",56
"8351","OH",1992,"Fatalities.Injuries",93
"8352","OH",1993,"Fatalities.Injuries",22
"8353","OH",1994,"Fatalities.Injuries",1681
"8354","OH",1995,"Fatalities.Injuries",300
"8355","OH",1996,"Fatalities.Injuries",71
"8356","OH",1997,"Fatalities.Injuries",43
"8357","OH",1998,"Fatalities.Injuries",206
"8358","OH",1999,"Fatalities.Injuries",203
"8359","OH",2000,"Fatalities.Injuries",191
"8360","OH",2001,"Fatalities.Injuries",29
"8361","OH",2002,"Fatalities.Injuries",84
"8362","OH",2003,"Fatalities.Injuries",20
"8363","OH",2004,"Fatalities.Injuries",17
"8364","OH",2005,"Fatalities.Injuries",19
"8365","OH",2006,"Fatalities.Injuries",35
"8366","OH",2007,"Fatalities.Injuries",5
"8367","OH",2008,"Fatalities.Injuries",21
"8368","OH",2009,"Fatalities.Injuries",15
"8369","OH",2010,"Fatalities.Injuries",80
"8370","OH",2011,"Fatalities.Injuries",14
"8371","OK",1950,"Fatalities.Injuries",51
"8372","OK",1951,"Fatalities.Injuries",16
"8373","OK",1952,"Fatalities.Injuries",2
"8374","OK",1953,"Fatalities.Injuries",50
"8375","OK",1954,"Fatalities.Injuries",106
"8376","OK",1955,"Fatalities.Injuries",322
"8377","OK",1956,"Fatalities.Injuries",136
"8378","OK",1957,"Fatalities.Injuries",75
"8379","OK",1958,"Fatalities.Injuries",25
"8380","OK",1959,"Fatalities.Injuries",49
"8381","OK",1960,"Fatalities.Injuries",354
"8382","OK",1961,"Fatalities.Injuries",126
"8383","OK",1962,"Fatalities.Injuries",16
"8384","OK",1963,"Fatalities.Injuries",12
"8385","OK",1964,"Fatalities.Injuries",4
"8386","OK",1965,"Fatalities.Injuries",12
"8387","OK",1966,"Fatalities.Injuries",21
"8388","OK",1967,"Fatalities.Injuries",18
"8389","OK",1968,"Fatalities.Injuries",15
"8390","OK",1969,"Fatalities.Injuries",2
"8391","OK",1970,"Fatalities.Injuries",124
"8392","OK",1971,"Fatalities.Injuries",13
"8393","OK",1972,"Fatalities.Injuries",14
"8394","OK",1973,"Fatalities.Injuries",232
"8395","OK",1974,"Fatalities.Injuries",317
"8396","OK",1975,"Fatalities.Injuries",93
"8397","OK",1976,"Fatalities.Injuries",82
"8398","OK",1977,"Fatalities.Injuries",19
"8399","OK",1978,"Fatalities.Injuries",3
"8400","OK",1979,"Fatalities.Injuries",143
"8401","OK",1980,"Fatalities.Injuries",20
"8402","OK",1981,"Fatalities.Injuries",106
"8403","OK",1982,"Fatalities.Injuries",228
"8404","OK",1983,"Fatalities.Injuries",13
"8405","OK",1984,"Fatalities.Injuries",233
"8406","OK",1985,"Fatalities.Injuries",48
"8407","OK",1986,"Fatalities.Injuries",30
"8408","OK",1987,"Fatalities.Injuries",27
"8409","OK",1988,"Fatalities.Injuries",22
"8410","OK",1989,"Fatalities.Injuries",12
"8411","OK",1990,"Fatalities.Injuries",37
"8412","OK",1991,"Fatalities.Injuries",87
"8413","OK",1992,"Fatalities.Injuries",39
"8414","OK",1993,"Fatalities.Injuries",139
"8415","OK",1994,"Fatalities.Injuries",24
"8416","OK",1995,"Fatalities.Injuries",57
"8417","OK",1996,"Fatalities.Injuries",32
"8418","OK",1997,"Fatalities.Injuries",25
"8419","OK",1998,"Fatalities.Injuries",120
"8420","OK",1999,"Fatalities.Injuries",761
"8421","OK",2000,"Fatalities.Injuries",27
"8422","OK",2001,"Fatalities.Injuries",51
"8423","OK",2002,"Fatalities.Injuries",12
"8424","OK",2003,"Fatalities.Injuries",168
"8425","OK",2004,"Fatalities.Injuries",19
"8426","OK",2005,"Fatalities.Injuries",32
"8427","OK",2006,"Fatalities.Injuries",175
"8428","OK",2007,"Fatalities.Injuries",85
"8429","OK",2008,"Fatalities.Injuries",225
"8430","OK",2009,"Fatalities.Injuries",64
"8431","OK",2010,"Fatalities.Injuries",351
"8432","OK",2011,"Fatalities.Injuries",447
"8433","OR",1950,"Fatalities.Injuries",0
"8434","OR",1951,"Fatalities.Injuries",0
"8435","OR",1952,"Fatalities.Injuries",0
"8436","OR",1953,"Fatalities.Injuries",0
"8437","OR",1954,"Fatalities.Injuries",0
"8438","OR",1955,"Fatalities.Injuries",0
"8439","OR",1956,"Fatalities.Injuries",0
"8440","OR",1957,"Fatalities.Injuries",0
"8441","OR",1958,"Fatalities.Injuries",0
"8442","OR",1959,"Fatalities.Injuries",0
"8443","OR",1960,"Fatalities.Injuries",0
"8444","OR",1961,"Fatalities.Injuries",0
"8445","OR",1962,"Fatalities.Injuries",0
"8446","OR",1963,"Fatalities.Injuries",0
"8447","OR",1964,"Fatalities.Injuries",0
"8448","OR",1965,"Fatalities.Injuries",0
"8449","OR",1966,"Fatalities.Injuries",0
"8450","OR",1967,"Fatalities.Injuries",0
"8451","OR",1968,"Fatalities.Injuries",0
"8452","OR",1969,"Fatalities.Injuries",0
"8453","OR",1970,"Fatalities.Injuries",0
"8454","OR",1971,"Fatalities.Injuries",0
"8455","OR",1972,"Fatalities.Injuries",0
"8456","OR",1973,"Fatalities.Injuries",0
"8457","OR",1974,"Fatalities.Injuries",0
"8458","OR",1975,"Fatalities.Injuries",0
"8459","OR",1976,"Fatalities.Injuries",0
"8460","OR",1977,"Fatalities.Injuries",0
"8461","OR",1978,"Fatalities.Injuries",0
"8462","OR",1979,"Fatalities.Injuries",0
"8463","OR",1980,"Fatalities.Injuries",0
"8464","OR",1981,"Fatalities.Injuries",0
"8465","OR",1982,"Fatalities.Injuries",0
"8466","OR",1983,"Fatalities.Injuries",0
"8467","OR",1984,"Fatalities.Injuries",0
"8468","OR",1985,"Fatalities.Injuries",0
"8469","OR",1986,"Fatalities.Injuries",0
"8470","OR",1987,"Fatalities.Injuries",0
"8471","OR",1988,"Fatalities.Injuries",0
"8472","OR",1989,"Fatalities.Injuries",0
"8473","OR",1990,"Fatalities.Injuries",3
"8474","OR",1991,"Fatalities.Injuries",5
"8475","OR",1992,"Fatalities.Injuries",0
"8476","OR",1993,"Fatalities.Injuries",6
"8477","OR",1994,"Fatalities.Injuries",1
"8478","OR",1995,"Fatalities.Injuries",12
"8479","OR",1996,"Fatalities.Injuries",59
"8480","OR",1997,"Fatalities.Injuries",28
"8481","OR",1998,"Fatalities.Injuries",23
"8482","OR",1999,"Fatalities.Injuries",57
"8483","OR",2000,"Fatalities.Injuries",19
"8484","OR",2001,"Fatalities.Injuries",9
"8485","OR",2002,"Fatalities.Injuries",14
"8486","OR",2003,"Fatalities.Injuries",3
"8487","OR",2004,"Fatalities.Injuries",4
"8488","OR",2005,"Fatalities.Injuries",6
"8489","OR",2006,"Fatalities.Injuries",14
"8490","OR",2007,"Fatalities.Injuries",6
"8491","OR",2008,"Fatalities.Injuries",6
"8492","OR",2009,"Fatalities.Injuries",16
"8493","OR",2010,"Fatalities.Injuries",7
"8494","OR",2011,"Fatalities.Injuries",2
"8495","PA",1950,"Fatalities.Injuries",3
"8496","PA",1951,"Fatalities.Injuries",1
"8497","PA",1952,"Fatalities.Injuries",14
"8498","PA",1953,"Fatalities.Injuries",2
"8499","PA",1954,"Fatalities.Injuries",10
"8500","PA",1955,"Fatalities.Injuries",1
"8501","PA",1956,"Fatalities.Injuries",9
"8502","PA",1957,"Fatalities.Injuries",5
"8503","PA",1958,"Fatalities.Injuries",0
"8504","PA",1959,"Fatalities.Injuries",0
"8505","PA",1960,"Fatalities.Injuries",0
